COD_ISBN	AUTORI	TITOLO	STITOLO	EDIZIONE	TITOLOC	PREZZO	NUPAG	NOTA
9788808692634	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	"Vivere la letteratura"			"Volume 2"	2580	784	", , 197x265, 2019"
9788808879318	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	"Vivere la letteratura"			"Idee per imparare"	1060	240	", , 197x266, 2019"
9788808918581	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	"Vivere la letteratura"			Strumenti	1060	240	", , 197x266, 2019"
9788808947840	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	"Vivere la letteratura"			"Volume 3"	3330	1024	", , 197x265, 2019"
9788808966438	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	"Vivere la letteratura"			"Confezione Volume 1 + Antologia della Commedia"	3270	1072	", , 197x265, 2019"
9788808075611	"AGOSTINIS Antonella-FRANCESCHINI Piero"	Specimen	"Versioni latine per il triennio"		"Volume unico"	3270	384	"170x240, 2004"
9788808030566	"MOLINARI Maria Vittoria"	"Filologia germanica"		"Seconda edizione"	"Volume unico"	1640	216	"115x190, 1987"
9788808172181	"CORI Elisabetta-LICHERI Barbara"	"Exploring Human Science"	"A glance at social studies"		"Volume unico"	3180	350	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2013"
9788808188731	"ZIMMER Carl"	"Le infinite forme"	"Un'introduzione alla biologia evoluzionistica"		"Volume unico"	2960	480	"Trad. di P. Messeri, 145x210, 2013"
9788808186065	"PILATI Luciano"	"Economia e management per ingegneri"		"Prima edizione"	"Volume unico"	3300	368	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2016"
9788808180025	"MANOTTI LANFREDI Anna Maria-TIRIPICCHIO Antonio"	"Fondamenti di chimica"		"Seconda edizione"	"Volume unico"	6200	656	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 197x270, 2005"
9788808636294	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio-SARACENI Silvia-STRUMIA Giorgio"	"Osservare e capire # la Terra. Edizione azzurra con chimica"		"seconda edizione"	"Volume • Il nostro pianeta. La geodinamica esogena + chimica"	2480	296	", , 230x285, 2015"
9788808023087	"BONSIGNORI Angelo"	"Art. 160-186"	"CONCORDATO PREVENTIVO"	"1 ed."	"Volume unico"	6800	600	"180x245, 1979"
9788808793294	"IANNUCCI Alessandro-LONGO Fatima"	"Unitutor Medicina - 19 prove risolte"	"Prove nazionali di ammissione a Medicina e Chirurgia, Odontoiatria e Veterinaria"		"Volume unico"	2100	304	", , 197x265, 2020"
9788808437341	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"# Terra. Edizione blu"			"Volume unico"	2970	416	", , 230x285, 2016"
9788808920928	"COLLI Giovanna"	"Punto com"	"Tecniche di comunicazione dei servizi commerciali"	"Seconda edizione"	"Volume A"	2370	336	", Clitt editore. Distribuzione esclusiva Zanichelli, 230x285, 2017"
9788808923837	"COLLI Giovanna"	"Punto com"	"Tecniche di comunicazione dei servizi commerciali"	"Seconda edizione"	"Volume B"	1490	192	", Clitt editore. Distribuzione esclusiva Zanichelli, 230x285, 2017"
9788808320988	"VEZZOLI Carlo"	"Design per la sostenibilità ambientale"	"Progettare il ciclo di vita dei prodotti"	"Seconda edizione"	"Volume unico"	2530	304	", , 170x240, 2017"
9788808707994	"LANOTTE Nunzio-RUFFO Giuseppe"	"Studiamo la fisica"	"edizione bianca"		"Idee per imparare"	800	128	", , 197x265, 2017"
9788808737021	"LANOTTE Nunzio-RUFFO Giuseppe"	"Studiamo la fisica"	"edizione bianca"		"Volume unico"	2070	296	", , 230x285, 2017"
9788808098078		"Come spiegare il mondo"	"Raccolta di scritti di Delfino Insolera"		"Volume unico"	3700	500	"155x216, 1997"
9788808089519	"CATALANO Ferdinando"	"Ottica applicata e strumenti"			"Volume unico"	2200	200	"197x265, 2001"
9788808176691	"CAPPELLI Patrizia-VANNUCCHI Vanna"	"Scienza e cultura dell'alimentazione"			"Volume 3 con risorse digitali Scuolabook"	1940	200	"197x266, 2012"
9788808061973	"PIZZORUSSO Alessandro"	Art.1-9	"Fonti del diritto. Disposizioni preliminari"	"Seconda edizione"	"Volume unico"	17000	896	"180x245, 2011"
9788808636690	"LAYTON Margaret-SPIAZZI Marina-TAVELLA Marina"	"Compact Performer"	"Culture & Literature"		"Volume unico"	2280	384	", , 230x285, 2015"
9788808736697	"LAYTON Margaret-SPIAZZI Marina-TAVELLA Marina"	"Compact Performer"	"Culture & Literature"		"Confezione 8 CD audio Listening Texts per la classe"	9210	0	", , 140x186, 2015"
9788808236456	"BAROZZI Graziella-BERGAMINI Massimo"	"Matematica multimediale.verde"			"Volume 2"	2830	536	"197x265, 2014"
9788808434685	"BAROZZI Graziella-BERGAMINI Massimo"	"Matematica multimediale.verde"			"Volume 1 con Tutor"	3330	576	"197x266, 2014"
9788808834676	"BAROZZI Graziella-BERGAMINI Massimo"	"Matematica multimediale.verde"			"Volume 1"	2930	584	"197x266, 2014"
9788808937421	"BAROZZI Graziella-BERGAMINI Massimo"	"Matematica multimediale.verde"			"Volume 2 con Tutor"	3220	536	"197x266, 2014"
9788808617163	"GAMOW George-STANNARD Russell"	"Il nuovo mondo di Mr.Tompkins"	"Avventure di un curioso nel mondo della fisica"		"Volume unico"	2030	296	", , 145x210, 2017"
9788808321329	"EDIGEO "	"Turco compatto"		"Terza edizione"	"Volume unico"	1700	480	", , 130x178, 2017"
9788808720658	"TIBONE Federico"	"La Patente del computer. Nuova ECDL"	"con Windows 10 e Office 2016"		"Volume unico"	2450	272	", , 210x285, 2020"
9788808121271	"CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Fertig, los!"	"Ein Lehrwerk für die deutsche Sprache"		"Volume C con CD audio e CD-ROM con risorse digitali Scuolabook"	2260	224	"210x285, 2009"
9788808130518	"CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Fertig, los!"	"Ein Lehrwerk für die deutsche Sprache"		"Volume B con CD audio con risorse digitali Scuolabook"	1780	216	"210x285, 2009"
9788808130556	"CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Fertig, los!"	"Ein Lehrwerk für die deutsche Sprache"		"Volume C con CD audio con risorse digitali Scuolabook"	1900	224	"210x285, 2009"
9788808131058	"CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Fertig, los!"	"Ein Lehrwerk für die deutsche Sprache"		"Confezione 6 CD audio per la classe"	7610	0	"145x125, 2009"
9788808230744	"CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Fertig, los!"	"Ein Lehrwerk für die deutsche Sprache"		"Volume D con CD audio con risorse digitali Scuolabook"	1900	232	"210x285, 2009"
9788808188717	"BORGIOLI Luca-EVANS Christian-KELLY CALZINI Manuela-LEONARD Carla natalie"	"Switch On"		"edizione arancione"	"Confezione Volume 1 + Starter"	2370	280	"210x285, 2014"
9788808401083	"BORGIOLI Luca-EVANS Christian-KELLY CALZINI Manuela-LEONARD Carla natalie"	"Switch On"		"edizione arancione"	"Volume 2"	2370	256	"210x285, 2014"
9788808501080	"BORGIOLI Luca-EVANS Christian-KELLY CALZINI Manuela-LEONARD Carla natalie"	"Switch On"		"edizione arancione"	"Volume 3"	2370	264	"210x285, 2014"
9788808220738	"OLIVA Marilù-PICCININI Elisa"	"Antologia dei Promessi sposi"			"Volume unico"	2270	720	", , 197x265, 2019"
9788808234773	"RUFFO Giuseppe"	"Studiamo la fisica"		"seconda edizione"	"Volume unico"	2090	248	"230x285, 2014"
9788808720429	"COTTINO Gastone"	"Le società di persone"			"Volume unico"	8200	448	", , 175x245, 2019"
9788808181671	"FILIPPINI Antonio-KERR Jeffrey B."	"Istologia funzionale"		"Seconda edizione"	"Volume unico"	8100	464	"Trad. S. Dupont, P. Brun. Rev. A. Filippini, Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 210x280, 2012"
9788808162946		"Diccionario General de la Lengua Española"			"Volume unico"	5750	2024	"53 000 voci, 10 000 locuzioni e frasi, 112 000 accezioni, 100 000 esempi, 21 000 sinonimi, 3000 contrari, 4700 etimologie, Zanichelli / Vox, 180x247, 2013"
9788808432162	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	Matematica.rosso	"con Maths in English"		"Modulo L.rosso"	1130	136	"197x266, 2012"
9788808224620	"SCRIBEDIT "	"Parole per viaggiare Tedesco"			Tedesco	1080	216	"112x158, 2011"
9788808499042	"RONCHETTI Paolo"	"Diritto ed economia politica"		"quarta edizione"	"Volume 3"	2230	480	", , 197x285, 2020"
9788808518620	"RONCHETTI Paolo"	"Diritto ed economia politica"		"quarta edizione"	"Volume 2"	2000	384	", , 197x285, 2020"
9788808544452	"RONCHETTI Paolo"	"Diritto ed economia politica"		"quarta edizione"	"Volume 1"	2020	384	", , 197x285, 2020"
9788808181428	"TURRI Stefano"	Vernici	"Materiali Tecnologie Proprietà"		"Volume unico"	5350	448	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 190x250, 2007"
9788808183804	"AFFARA Fadwa-SCHOBER Madrean-SIRONI Cecilia"	"Assistenza infermieristica avanzata"			"Volume unico"	3200	288	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2008"
9788808180247	"IMERI Luca-MANCIA Mauro"	"Testo atlante di fisiologia umana"	Neurofisiologia		"Volume unico"	4800	352	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2006"
9788808580023	"DESPOPOULOS Agamemnon-RIVA SANSEVERINO Eugenio-SILBERNAGL Stefan"	Fisiologia	"Atlante Tascabile"	"Quarta edizione"	"Volume unico"	4800	464	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 130x190, 2018"
9788808600516	"FANTINI Fabio-MONESI Simona-PIAZZINI Stefano"	"Minerali, rocce, vulcani e terremoti"		"edizione blu"	"Volume unico con risorse digitali Scuolabook"	940	88	"230x285, 2013"
9788808058676	"FABIANI Massimo"	"Diritto fallimentare"	"Un profilo organico"		"Volume unico"	10760	840	"180x245, 2011"
9788808176882	"ANASTASI Giuseppe-RAPETTI MOGOL (CHEOPE) Alfredo"	"Scrivere una canzone"			"Volume unico"	1600	160	"130x197, 2012"
9788808700117	"CIAFFARONI Maria Teresa"	"Mind your business"			"Confezione Student's Book + Workbook"	3880	496	"210x285, 2013"
9788808900104	"CIAFFARONI Maria Teresa"	"Mind your business"			"Box di 2 CD audio per la classe"	2400	0	"140x125, 2013"
9788808820983	"NOSILIA Viviana"	"il Mini di Polacco"		"Seconda edizione"	"Volume unico"	800	640	", , 80x112, 2020"
9788808090898	"DAL PRA Elena-FEROLDI Donata"	"Dizionario Analogico della Lingua Italiana"			"Versione Plus (volume + DVD e download per Windows e Mac senza scadenza + app per iOS e Android senza scadenza + consultazione online per 5 anni)"	6600	960	"19 000 lemmi, 4000 voci svolte, 180x250, 2011"
9788808141132	"MANDOLINI Stefania"	"Le parole della fisica"	"con Physics in English"		"Volume 1"	3140	408	"197x266, 2012"
9788808141170	"MANDOLINI Stefania"	"Le parole della fisica"	"con Physics in English"		"Volume 2"	2580	328	"197x266, 2012"
9788808141194	"MANDOLINI Stefania"	"Le parole della fisica"	"con Physics in English"		"Volume 3"	2780	400	"197x266, 2012"
9788808141217	"MANDOLINI Stefania"	"Le parole della fisica"	"con Physics in English"		"Volume 3"	3000	400	"197x266, 2012"
9788808062192	"PAIARDINI Alessandro-PASCARELLA Stefano"	Bioinformatica	"Dalla sequenza alla struttura delle proteine"		"Volume unico"	3430	272	"197x285, 2011"
9788808190024	"RICCI LUCCHI Marianna-RICCI LUCCHI Franco-TOSETTO Silvio"	"La Terra, il pianeta vivente"	"con Earth Science in English"		"B. Geodinamica della Terra solida"	2040	192	"230x285, 2012"
9788808234964	"RICCI LUCCHI Marianna-RICCI LUCCHI Franco-TOSETTO Silvio"	"La Terra, il pianeta vivente"	"con Earth Science in English"		"C. Ecosfera. Risorse e rischi"	1180	120	"230x285, 2012"
9788808143068	"TERRANOVA Giuseppe"	"Art. 64-71"	"Effetti del fallimento sugli atti pregiudizievoli ai creditori Tomo I Parte generale"	"1 ed."	"Volume unico"	4700	328	"180x246, 1993"
9788808320377		"Kompaktwörterbuch Deutsch als Fremdsprache"		"Seconda edizione"	"Volume unico"	2240	1118	", Pons / Zanichelli, 140x200, 2019"
9788808437822	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Manuale blu 2.0 di matematica"		"Seconda edizione"	"Confezione 3"	3590	1076	", , 197x266, 2016"
9788808461414	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Manuale blu 2.0 di matematica"		"Seconda edizione"	"Confezione 4"	3430	800	", , 197x265, 2016"
9788808503800	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Manuale blu 2.0 di matematica"		"Seconda edizione"	"Confezione 4 con Tutor"	3740	800	", , 197x265, 2016"
9788808533166	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Manuale blu 2.0 di matematica"		"Seconda edizione"	"Volume 5"	3290	608	", , 197x265, 2016"
9788808837448	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Manuale blu 2.0 di matematica"		"Seconda edizione"	"Confezione 3 con Tutor"	3900	1076	", , 197x266, 2016"
9788808906120	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Manuale blu 2.0 di matematica"		"Seconda edizione"	"Volume 5 con Tutor"	3600	608	", , 197x266, 2016"
9788808302953	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Manuale blu 2.0 di matematica"		"Seconda edizione"	"Volume 5 PLUS con Tutor"	3480	528	", , 195x265, 2016"
9788808439017	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Manuale blu 2.0 di matematica"		"Seconda edizione"	"Confezione volume 4A + volume 4B PLUS con Tutor"	4020	824	", , 197x265, 2016"
9788808696649	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Manuale blu 2.0 di matematica"		"Seconda edizione"	"Confezione volume 3A + volume 3B PLUS con Tutor"	4050	1172	", , 196x265, 2016"
9788808082213	"CASTIGLIONI Alfredo-PETRINI Vincenzo-URBANO Carlo"	"Esercizi di scienza delle costruzioni"		"Seconda edizione"	"Volume unico"	4800	426	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x239, 1986"
9788808262417	"LAYTON Margaret-SPIAZZI Marina-TAVELLA Marina"	"Performer B2"		"seconda edizione di Performer First Tutor"	"Student's Book"	2530	224	", , 230x285, 2018"
9788808320650	"LAYTON Margaret-SPIAZZI Marina-TAVELLA Marina"	"Performer B2"		"seconda edizione di Performer First Tutor"	"Confezione Student's Book + Worbook"	3640	328	", , 230x285, 2018"
9788808602480	"LAYTON Margaret-SPIAZZI Marina-TAVELLA Marina"	"Performer B2"		"seconda edizione di Performer First Tutor"	Worbook	1360	104	", , 230x285, 2018"
9788808690579	"LAYTON Margaret-SPIAZZI Marina-TAVELLA Marina"	"Performer B2"		"seconda edizione di Performer First Tutor"	"Confezione 12 CDaudio per la classe"	11100	0	", , 140x185, 2018"
9788808975454	"LAYTON Margaret-SPIAZZI Marina-TAVELLA Marina"	"Performer B2"		"seconda edizione di Performer First Tutor"	"Inclusive Grammar level B2"	1290	136	", , 197x266, 2018"
9788808920409	"AMBROSINI Stefano-PACCHI Stefania"	"Crisi d'impresa ed emergenza sanitaria"			"Volume unico"	8900	696	", , 170x240, 2020"
9788808067098	"PANEBIANCO Beatrice-VARANI Antonella"	"Metodi e fantasia"			Narrativa	2300	672	"197x270, 2009"
9788808125316	"PANEBIANCO Beatrice-VARANI Antonella"	"Metodi e fantasia"			"Confezione Narrativa + Poesia e Teatro"	4020	1264	"197x266, 2009"
9788808126566	"PANEBIANCO Beatrice-VARANI Antonella"	"Metodi e fantasia"			"Poesia e Teatro"	2000	592	"197x266, 2009"
9788808213648	"PANEBIANCO Beatrice-VARANI Antonella"	"Metodi e fantasia"			"Le abilità linguistiche"	700	96	"197x266, 2009"
9788808223869	"PANEBIANCO Beatrice-VARANI Antonella"	"Metodi e fantasia"			"Poesia e teatro"	2000	608	"197x266, 2009"
9788808227782	"PANEBIANCO Beatrice-VARANI Antonella"	"Metodi e fantasia"			"Confezione Narrativa + Poesia e teatro con Percorso La poesia delle origini"	4030	1280	"197x265, 2009"
9788808229946	"PANEBIANCO Beatrice-VARANI Antonella"	"Metodi e fantasia"			"La poesia delle origini"	680	80	"197x265, 2009"
9788808326867	"PANEBIANCO Beatrice-VARANI Antonella"	"Metodi e fantasia"			Epica	1530	432	"197x266, 2009"
9788808265487	"AMALDI Ugo"	L'Amaldi.blu		"seconda edizione di L'Amaldi 2.0"	"Volume unico"	2580	352	"210x285, 2014"
9788808734716	"AMALDI Ugo"	L'Amaldi.blu		"seconda edizione di L'Amaldi 2.0"	"Misure e statica"	1230	144	"210x285, 2014"
9788808834706	"AMALDI Ugo"	L'Amaldi.blu		"seconda edizione di L'Amaldi 2.0"	"Confezione volume unico + La fisica dello sport di Nunzio Lanotte"	3340	456	"210x285, 2014"
9788808934703	"AMALDI Ugo"	L'Amaldi.blu		"seconda edizione di L'Amaldi 2.0"	"Volume unico"	2410	352	"210x285, 2014"
9788808480040	"KOEPPEN Bruce M.-STANTON Bruce A."	"Berne & Levy Fisiologia"		"Settima edizione"	"Volume unico"	9900	960	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 200x280, 2019"
9788808058959	"CALVO Roberto"	"Diritto civile"			"Volume 1"	4090	392	", , 170x240, 2015"
9788808677747	"CALVO Roberto"	"Diritto civile"			"Volume 3 tomo I"	5800	560	", , 170x240, 2015"
9788808941565	"CALVO Roberto"	"Diritto civile"			"Volume 3 tomo II"	7300	736	", , 170x240, 2015"
9788808320612	"NERINI Serena-VALITUTTI Giuseppe"	"Le scienze in cucina"			"Volume unico"	2520	328	", , 230x285, 2019"
9788808747570	"NERINI Serena-VALITUTTI Giuseppe"	"Le scienze in cucina"			"Volume unico con Scienze della Terra"	3000	416	", , 230x285, 2019"
9788808821300	"DÁVILA PEÑA Celina-DÍEZ HUERTAS Celia-FUMADÓ ABAD Maria Dels Ângels-LIBERAL TRINIDAD Antonia"	"¡Consigue el DELE!"	"A2/B1 para escolares"		"¡Consigue el DELE!"	1600	128	", , 210x285, 2016"
9788808520371		"Tavola periodica degli elementi"			"Tavola periodica pieghevole plastificata"	340	4	", , 187x255, 2019"
9788808194756	"TORTORA Riccardo"	"Igiene, anatomia e fisiopatologia del corpo umano"			"Volume unico con risorse digitali Scuolabook"	3830	528	"Clitt editore. Distribuzione esclusiva Zanichelli, 197x285, 2012"
9788808834911	"TORTORA Riccardo"	"Igiene, anatomia e fisiopatologia del corpo umano"			"Volume per il quinto anno con risorse digitali Scuolabook"	2080	272	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2012"
9788808184689	"ADAMS Robert-QUARTAPELLE Luigi"	"Calcolo differenziale 2"		"Quinta edizione italiana"	"Volume 2"	5850	576	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 210x275, 2014"
9788808162762	"ADAMS Ansel"	"La fotografia di Ansel Adams"	"Tre volumi in cofanetto"		"Volume unico"	18600	726	"210x285, 1989"
9788808321220	"PÉREZ NAVARRO José-POLETTINI Carla"	"En juego"		"segunda edición di Preparados, listos, ¡ya!"	"Confezione volume 1 + A través de la cultura hispánica"	1880	240	", , 210x285, 2016"
9788808337351	"PÉREZ NAVARRO José-POLETTINI Carla"	"En juego"		"segunda edición di Preparados, listos, ¡ya!"	"Volume 2"	1920	192	", , 210x285, 2016"
9788808437358	"PÉREZ NAVARRO José-POLETTINI Carla"	"En juego"		"segunda edición di Preparados, listos, ¡ya!"	"Volume 3"	1920	192	", , 210x285, 2016"
9788808437525	"PÉREZ NAVARRO José-POLETTINI Carla"	"En juego"		"segunda edición di Preparados, listos, ¡ya!"	"Siempre en Juego 2 - Lettura con esercizi"	800	64	", , 170x240, 2016"
9788808537508	"PÉREZ NAVARRO José-POLETTINI Carla"	"En juego"		"segunda edición di Preparados, listos, ¡ya!"	"Confezione 8 CD audio per la classe"	8280	0	", , 140x120, 2016"
9788808637512	"PÉREZ NAVARRO José-POLETTINI Carla"	"En juego"		"segunda edición di Preparados, listos, ¡ya!"	"Idee per imparare"	1270	126	", , 210x285, 2016"
9788808737519	"PÉREZ NAVARRO José-POLETTINI Carla"	"En juego"		"segunda edición di Preparados, listos, ¡ya!"	"Siempre en Juego 1 - Lettura con esercizi"	800	64	", , 170x240, 2016"
9788808937520	"PÉREZ NAVARRO José-POLETTINI Carla"	"En juego"		"segunda edición di Preparados, listos, ¡ya!"	"Confezione volume unico + A través de la cultura hispánica"	3430	456	", , 210x285, 2016"
9788808103192	"BARBERO Alessandro-FRUGONI Chiara-LUZZATTO Sergio-SCLARANDIS Carla"	"La storia"	"L'impronta dell'umanità. Versione rossa"		"Volume 1"	2500	368	"210x285, 2008"
9788808111371	"BARBERO Alessandro-FRUGONI Chiara-LUZZATTO Sergio-SCLARANDIS Carla"	"La storia"	"L'impronta dell'umanità. Versione rossa"		"Volume 2"	2880	400	"210x285, 2008"
9788808111395	"BARBERO Alessandro-FRUGONI Chiara-LUZZATTO Sergio-SCLARANDIS Carla"	"La storia"	"L'impronta dell'umanità. Versione rossa"		"Volume 3"	2650	368	"210x285, 2008"
9788808548153	"BERTONI Carlo-CUTNELL John D-JOHNSON Kenneth W-STADLER Shane-TARGA Elisa-YOUNG David"	"La fisica di Cutnell e Johnson"	"a cura di Carlo Bertoni e Elisa Targa"		"Volume 3"	3000	464	", , 210x285, 2019"
9788808677853	"BERTONI Carlo-CUTNELL John D-JOHNSON Kenneth W-STADLER Shane-TARGA Elisa-YOUNG David"	"La fisica di Cutnell e Johnson"	"a cura di Carlo Bertoni e Elisa Targa"		"Volume 1"	2980	472	", , 210x285, 2019"
9788808822239	"BERTONI Carlo-CUTNELL John D-JOHNSON Kenneth W-STADLER Shane-TARGA Elisa-YOUNG David"	"La fisica di Cutnell e Johnson"	"a cura di Carlo Bertoni e Elisa Targa"		"Volume 2"	2650	368	", , 210x285, 2019"
