"IDLuogo";"X";"Y";"Descrizione";"Origine";"Periodo";"Sito";"Gruppo";"Tipo";"Telefono";"Strada";"Citta";"Provincia";"Regione"
6623;15,86;38,39;"domus";"preromani";"";"Taureana di Palmi ";"abitato";"domus";"";"Via del Vescovado";"Palmi";"RC";"CAL"
6624;15,86;38,39;"ambiente eta' del Bronzo";"preromani";"";"Taureana di Palmi ";"";"";"";"Lungomare Donna Canfora";"Palmi";"RC";"CAL"
6625;15,86;38,39;"casa ellenistica";"preromani";"";"Taureana di Palmi ";"abitato";"case";"";"Via del Vescovado";"Palmi";"RC";"CAL"
6626;15,86;38,39;"complesso santuariale protoimperial";"preromani";"";"Taureana di Palmi ";"";"";"";"Via del Vescovado";"Palmi";"RC";"CAL"
6627;15,86;38,39;"(Taurianum) ingr.zona archeol";"preromani";"";"Taureana di Palmi ";"musei e parchi";"zona archeologica";"";"Via del Vescovado";"Palmi";"RC";"CAL"
6659;13,99;40,74;"(isola) zona archeol ep.micenea (XVI sec.aC)";"preromani";"XVI a.c.";"Vivara ";"musei e parchi";"zona archeologica";"";"";"Procida";"NA";"CAM"
6661;14,18;41,62;"fortificazione sannitica";"preromani";"";"Castelromano ";"difesa";"fortificazione";"";"SS17";"Isernia";"IS";"MOL"
6662;14,18;41,62;"fortificazione sannitica";"preromani";"";"Castelromano ";"difesa";"fortificazione";"";"SS17";"Isernia";"IS";"MOL"
6663;14,19;41,62;"fortificazione sannitica";"preromani";"";"Castelromano ";"difesa";"fortificazione";"";"SS17";"Isernia";"IS";"MOL"
6665;14,18;41,62;"fortificazione sannitica";"preromani";"";"Castelromano ";"difesa";"fortificazione";"";"SS17";"Isernia";"IS";"MOL"
6666;14,18;41,62;"fortificazione sannitica";"preromani";"";"Castelromano ";"difesa";"fortificazione";"";"SS17";"Isernia";"IS";"MOL"
6667;14,18;41,62;"fortificazione sannitica";"preromani";"";"Castelromano ";"difesa";"fortificazione";"";"SS17";"Isernia";"IS";"MOL"
6671;14,32;41,68;"fortificaz sannitica 4(S.M.Vignali)";"preromani";"";"Pescolanciano ";"difesa";"fortificazione";"";"Tratturo Lucera - Castel di Sangro";"Pescolanciano";"IS";"MOL"
6672;14,32;41,68;"fortificaz sannitica 1(S.M.Vignali)";"preromani";"";"Pescolanciano ";"difesa";"fortificazione";"";"Tratturo Lucera - Castel di Sangro";"Pescolanciano";"IS";"MOL"
6673;14,32;41,68;"fortificaz sannitica 3(S.M.Vignali)";"preromani";"";"Pescolanciano ";"difesa";"fortificazione";"";"Tratturo Lucera - Castel di Sangro";"Pescolanciano";"IS";"MOL"
6674;14,32;41,68;"fortificaz sannitica 2(S.M.Vignali)";"preromani";"";"Pescolanciano ";"difesa";"fortificazione";"";"Tratturo Lucera - Castel di Sangro";"Pescolanciano";"IS";"MOL"
6675;14,36;41,67;"fortif sannitica 3(S.Onofrio)";"preromani";"";"Chiauci ";"difesa";"fortificazione";"";"Strada Provinciale Chiauci";"Chiauci";"IS";"MOL"
6676;14,36;41,67;"tracce abitato 5(S.Onofrio)";"preromani";"";"Chiauci ";"abitato";"abitato";"";"Strada Provinciale Chiauci";"Chiauci";"IS";"MOL"
6677;14,36;41,67;"fortif sannitica 4(S.Onofrio)";"preromani";"";"Chiauci ";"difesa";"fortificazione";"";"Strada Provinciale Chiauci";"Chiauci";"IS";"MOL"
6678;14,36;41,67;"fortif sannitica 2(S.Onofrio)";"preromani";"";"Chiauci ";"difesa";"fortificazione";"";"Strada Provinciale Chiauci";"Chiauci";"IS";"MOL"
6679;14,36;41,67;"fortif sannitica 1(S.Onofrio)";"preromani";"";"Chiauci ";"difesa";"fortificazione";"";"Strada Provinciale Chiauci";"Chiauci";"IS";"MOL"
6681;14,39;41,66;"fortif sannitica 3(La Civita)";"preromani";"";"Civitanova Sannio ";"difesa";"fortificazione";"";"Strada Fondo valle del Trigno";"Chiauci";"IS";"MOL"
6682;14,39;41,66;"fortif sannitica 4(La Civita)";"preromani";"";"Civitanova Sannio ";"difesa";"fortificazione";"";"Strada Fondo valle del Trigno";"Chiauci";"IS";"MOL"
6683;14,39;41,67;"fortif sannitica 2(La Civita)";"preromani";"";"Civitanova Sannio ";"difesa";"fortificazione";"";"Strada Fondo valle del Trigno";"Chiauci";"IS";"MOL"
6684;14,39;41,66;"fortif sannitica 1(La Civita)";"preromani";"";"Civitanova Sannio ";"difesa";"fortificazione";"";"Strada Fondo valle del Trigno";"Chiauci";"IS";"MOL"
6686;14,45;41,65;"fortif sannitica 1(La Civita)";"preromani";"";"Duronia ";"difesa";"fortificazione";"";"Tratturo Lucera - Castel di Sangro";"Duronia";"CB";"MOL"
6687;14,45;41,65;"fortif sannitica 4(La Civita)";"preromani";"";"Duronia ";"difesa";"fortificazione";"";"Tratturo Lucera - Castel di Sangro";"Duronia";"CB";"MOL"
6688;14,45;41,65;"fortif sannitica 2(La Civita)";"preromani";"";"Duronia ";"difesa";"fortificazione";"";"Tratturo Lucera - Castel di Sangro";"Duronia";"CB";"MOL"
6690;14,45;41,65;"fortif sannitica 3(La Civita)";"preromani";"";"Duronia ";"difesa";"fortificazione";"";"Tratturo Lucera - Castel di Sangro";"Duronia";"CB";"MOL"
6691;14,56;41,62;"tracce di fortif sannitica";"preromani";"";"Castropignano ";"difesa";"fortificazione";"";"SS618";"Castropignano";"CB";"MOL"
6692;14,56;41,62;"tracce di fortif sannitica";"preromani";"";"Castropignano ";"difesa";"fortificazione";"";"SS618";"Castropignano";"CB";"MOL"
6693;14,59;41,54;"Porta D";"preromani";"";"Monte Vairano ";"architettonico";"porta";"";"SP42";"Busso";"CB";"MOL"
6694;14,59;41,54;"fortif sannitica";"preromani";"";"Monte Vairano ";"difesa";"fortificazione";"";"SP42";"Busso";"CB";"MOL"
6695;14,59;41,54;"Porta C";"preromani";"";"Monte Vairano ";"architettonico";"porta";"";"SP42";"Busso";"CB";"MOL"
6696;14,59;41,54;"Porta B";"preromani";"";"Monte Vairano ";"architettonico";"porta";"";"SP42";"Busso";"CB";"MOL"
6697;14,60;41,54;"Porta A";"preromani";"";"Monte Vairano ";"architettonico";"porta";"";"SP42";"Busso";"CB";"MOL"
6698;14,65;41,56;"tracce fortificaz sannitica (inizio)";"preromani";"";"Campobasso ";"difesa";"fortificazione";"";"Viale delle Rimembranze";"Campobasso";"CB";"MOL"
6699;14,65;41,56;"tracce fortificaz sannitica (fine)";"preromani";"";"Campobasso ";"difesa";"fortificazione";"";"Viale del Castello";"Campobasso";"CB";"MOL"
6700;14,67;41,51;"tracce di fortificazione";"preromani";"";"Mirabello Sannitico ";"difesa";"fortificazione";"";"SP57";"Mirabello Sannitico";"CB";"MOL"
6701;14,73;41,50;"centro fortificato sannitico";"preromani";"";"Gildone ";"difesa";"fortificazione";"";"SP165";"Gildone";"CB";"MOL"
6702;14,74;41,50;"fortificazione sannitica";"preromani";"";"Gildone ";"difesa";"fortificazione";"";"SP165";"Gildone";"CB";"MOL"
6703;14,74;41,51;"fortificazione sannitica";"preromani";"";"Gildone ";"difesa";"fortificazione";"";"SP165";"Gildone";"CB";"MOL"
6704;14,73;41,45;"fortif sannitica";"preromani";"";"Cercemaggiore ";"difesa";"fortificazione";"";"SP70";"Cercemaggiore";"CB";"MOL"
6705;14,73;41,45;"fortif sannitica";"preromani";"";"Cercemaggiore ";"difesa";"fortificazione";"";"SP70";"Cercemaggiore";"CB";"MOL"
6707;14,73;41,45;"fortif sannitica";"preromani";"";"Cercemaggiore ";"difesa";"fortificazione";"";"SP70";"Cercemaggiore";"CB";"MOL"
6708;14,51;41,44;"Santuario di Ercole (II sec.aC)";"preromani";"II a.c.";"Campochiaro ";"religione";"santuario";"";"SP67";"Campochiaro";"CB";"MOL"
6709;14,56;41,30;"Tempio sannitico Dea Flora (ruderi)";"preromani";"";"Cerreto Sannita ";"abitato";"ruderi";"";"Via Nazionale";"Cerreto Sannita";"BN";"CAM"
6710;14,38;41,73;"Teatro";"preromani";"";"Pietrabbondante ";"abitato";"teatro";"";"SP15";"Pietrabbondante";"IS";"MOL"
6711;14,38;41,74;"Tempio B";"preromani";"";"Pietrabbondante ";"religione";"templi";"";"SP15";"Pietrabbondante";"IS";"MOL"
6712;14,38;41,74;"portico";"preromani";"";"Pietrabbondante ";"";"";"";"SP15";"Pietrabbondante";"IS";"MOL"
6714;14,38;41,74;"Tempio minore";"preromani";"";"Pietrabbondante ";"religione";"templi";"";"SP15";"Pietrabbondante";"IS";"MOL"
6717;14,36;41,74;"fortificazione Monte Caraceno (fine)";"preromani";"";"Pietrabbondante ";"difesa";"fortificazione";"";"SP15";"Pietrabbondante";"IS";"MOL"
6718;14,38;41,80;"tracce di fortificazione sannitica";"preromani";"";"Agnone ";"difesa";"fortificazione";"";"Via Valle di San Lorenzo";"Agnone";"IS";"MOL"
6719;14,38;41,80;"tracce di fortificazione sannitica";"preromani";"";"Agnone ";"difesa";"fortificazione";"";"SP7";"Agnone";"IS";"MOL"
6720;14,31;41,83;"Fonte Romito  abitato";"preromani";"";"Capracotta ";"abitato";"abitato";"";"SP70";"Capracotta";"IS";"MOL"
6722;14,28;41,84;"Monte San Nicola fortif sannitica";"preromani";"";"Capracotta ";"difesa";"fortificazione";"";"SP Prato Gentile";"Pescopennataro";"IS";"MOL"
6723;14,28;41,80;"Monte Cavallerizzo fortif sannita";"preromani";"";"Capracotta ";"difesa";"fortificazione";"";"Montesangrina";"Vastogirardi";"IS";"MOL"
6726;14,21;41,78;"Monte Miglio fortif sannita";"preromani";"";"San Pietro Avellana ";"difesa";"fortificazione";"";"Montesangrina";"Vastogirardi";"IS";"MOL"
6727;14,21;41,79;"Monte Miglio fortif sannita";"preromani";"";"San Pietro Avellana ";"difesa";"fortificazione";"";"Montesangrina";"Vastogirardi";"IS";"MOL"
6728;14,12;41,81;"fortif sannitica";"preromani";"";"Roccacinquemiglia ";"difesa";"fortificazione";"";"SP119";"Castel di Sangro";"AQ";"ABR"
6729;14,12;41,81;"fortif sannitica";"preromani";"";"Roccacinquemiglia ";"difesa";"fortificazione";"";"SP119";"Castel di Sangro";"AQ";"ABR"
6731;14,11;41,79;"fortif sannitica. Nord";"preromani";"";"Castel di Sangro ";"difesa";"fortificazione";"";"Via Alta Civita";"Castel di Sangro";"AQ";"ABR"
6732;14,11;41,78;"ingresso fortif sannitica. Est";"preromani";"";"Castel di Sangro ";"difesa";"fortificazione";"";"Via Alta Civita";"Castel di Sangro";"AQ";"ABR"
6733;14,11;41,78;"fortif sannitica. Sud";"preromani";"";"Castel di Sangro ";"difesa";"fortificazione";"";"Via Alta Civita";"Castel di Sangro";"AQ";"ABR"
6734;14,10;41,78;"fortif sannitica. Ovest";"preromani";"";"Castel di Sangro ";"difesa";"fortificazione";"";"Via Alta Civita";"Castel di Sangro";"AQ";"ABR"
6735;14,12;41,74;"fortif La Montagnola";"preromani";"";"Rionero Sannitico ";"difesa";"fortificazione";"";"SS652";"Castel di Sangro";"AQ";"ABR"
6736;14,12;41,74;"fortif La Montagnola";"preromani";"";"Rionero Sannitico ";"difesa";"fortificazione";"";"SS652";"Castel di Sangro";"AQ";"ABR"
6738;14,12;41,74;"fortif La Montagnola";"preromani";"";"Rionero Sannitico ";"difesa";"fortificazione";"";"SS652";"Castel di Sangro";"AQ";"ABR"
6739;14,12;41,74;"fortif La Montagnola";"preromani";"";"Rionero Sannitico ";"difesa";"fortificazione";"";"SS652";"Castel di Sangro";"AQ";"ABR"
6740;14,29;41,71;"fortif sannitica 1(M.Ferrante)";"preromani";"";"Carovilli ";"difesa";"fortificazione";"";"Strada Provinciale Carovillense";"Vastogirardi";"IS";"MOL"
6741;14,29;41,70;"fortif sannitica 2(M.Ferrante)";"preromani";"";"Carovilli ";"difesa";"fortificazione";"";"ss86";"Carovilli";"IS";"MOL"
6742;14,29;41,70;"fortif sannitica 3(M.Ferrante)";"preromani";"";"Carovilli ";"difesa";"fortificazione";"";"ss86";"Carovilli";"IS";"MOL"
6743;14,39;42,03;"Mura megalitiche Monte Pallano (IV sec.aC)";"preromani";"IV a.c.";"Tornareccio ";"difesa";"mura";"";"SS364";"Tornareccio";"CH";"ABR"
6746;14,64;41,85;"fortif sannitica";"preromani";"";"Montefalcone nel Sannio ";"difesa";"fortificazione";"";"SP78";"Montefalcone nel Sannio";"CB";"MOL"
6748;13,84;45,60;"castelliere Monte San Michele";"preromani";"";"Bagnoli Superiore ";"difesa";"castelliere";"";"Località Bagnoli della Rosandra";"San Dorligo della Valle / Dolina";"TS";"FVG"
6750;13,86;45,62;"castelliere di Monte Carso";"preromani";"";"Bagnoli Superiore ";"difesa";"castelliere";"";"Moccò / Zabrežec";"San Dorligo della Valle / Dolina";"TS";"FVG"
6752;13,76;45,72;"castelliere";"preromani";"";"Rupinpiccolo ";"difesa";"castelliere";"";"Località Rupinpiccolo";"Sgonico / Zgonik";"TS";"FVG"
6756;13,72;45,76;"castelliere Monte San Leonardo";"preromani";"";"Samatorza ";"difesa";"castelliere";"";"";"Sgonico / Zgonik";"TS";"FVG"
6757;13,67;45,76;"castelliere di Slivia";"preromani";"";"Aurisina ";"difesa";"castelliere";"";"";"Duino-Aurisina / Devin-Nabrežina";"TS";"FVG"
6759;13,43;46,09;"Ipogeo Celtico-ingres V.Monastero Maggiore 4";"preromani";"";"Cividale ";"ipogei";"ipogeo";"";"Via Monastero Maggiore";"Cividale del Friuli";"UD";"FVG"
6761;13,11;45,98;"castelliere (XIII sec.aC)";"preromani";"XIII a.c.";"Galleriano ";"difesa";"castelliere";"";"Strada Provinciale 61 di Bertiolo";"Basiliano";"UD";"FVG"
6765;12,96;46,00;"castelliere (XVIII sec.aC)";"preromani";"XVIII a.c.";"Sedegliano ";"difesa";"castelliere";"";"Via del Castelliere";"Sedegliano";"UD";"FVG"
6766;12,97;46,22;"Parco Archeol Castelraimondo (IV sec.aC)";"preromani";"IV a.c.";"Forgaria ";"";"parco";"";"Via Coletti";"Forgaria nel Friuli";"UD";"FVG"
6768;12,97;46,22;"Quartiere metallurgico preromano";"preromani";"";"Forgaria ";"";"";"";"Via Coletti";"Forgaria nel Friuli";"UD";"FVG"
6769;12,97;46,22;"Torre romana";"preromani";"";"Forgaria ";"difesa";"torre";"";"Via Coletti";"Forgaria nel Friuli";"UD";"FVG"
6774;15,23;37,15;"(Thapsos) zona archeologica (XIII sec.a.C)";"preromani";"XIII a.c.";"Faro Magnisi ";"musei e parchi";"zona archeologica";"";"Via ex SS 114";"Priolo Gargallo";"SR";"SIC"
6775;15,24;37,11;"Villaggio neolitico (VIII millennio aC)";"preromani";"";"Stentinello ";"";"villaggio";"";"Via Stentinello";"Siracusa";"SR";"SIC"
6776;15,24;37,09;"Tomba Eta' del Bronzo";"preromani";"";"Siracusa ";"sepolture";"tomba";"";"Via Pasquale Salibra";"Siracusa";"SR";"SIC"
6777;15,22;37,09;"Mura di Dionisio";"preromani";"";"Siracusa ";"difesa";"mura";"";"Strada Mura di Dionisio";"Siracusa";"SR";"SIC"
6779;15,22;37,09;"ingresso Castello Eurialo";"preromani";"";"Siracusa ";"difesa";"castello";"";"Strada Mura di Dionisio";"Siracusa";"SR";"SIC"
6782;15,27;37,07;"ninfeo del Teatro Greco";"preromani";"";"Siracusa ";"abitato";"teatro";"";"Viale Giuseppe Agnello";"Siracusa";"SR";"SIC"
6784;15,27;37,07;"ara di Ierone II";"preromani";"";"Siracusa ";"religione";"ara";"";"";"Siracusa";"SR";"SIC"
6785;15,27;37,07;"Latomia del Paradiso: Orecchio di Dionisio";"preromani";"";"Siracusa ";"";"";"";"";"Siracusa";"SR";"SIC"
6788;15,27;37,07;"Latomia dell'Intagliatella";"preromani";"";"Siracusa ";"";"";"";"Viale Giulio Emanuele Rizzo";"Siracusa";"SR";"SIC"
6789;15,27;37,07;"Latomia di Santa Venera";"preromani";"";"Siracusa ";"";"";"";"Via Ettore Romagnoli";"Siracusa";"SR";"SIC"
6790;15,28;37,07;"necropoli Grotticelle";"preromani";"";"Siracusa ";"ipogei";"grotte";"";"Via Necropoli Grotticelle";"Siracusa";"SR";"SIC"
6792;15,27;37,07;"ingresso parco archeologico";"preromani";"";"Siracusa ";"";"parco";"";"Viale Giuseppe Agnello";"Siracusa";"SR";"SIC"
6793;15,28;37,06;"Foro Siracusano";"preromani";"";"Siracusa ";"";"foro";"";"";"Siracusa";"SR";"SIC"
6797;15,29;37,05;"Fonte Arethusa";"preromani";"";"Siracusa ";"";"fonte";"";"";"Siracusa";"SR";""
6798;15,29;37,04;"Plemmyrion sito Eta' del Bronzo";"preromani";"";"Siracusa ";"";"";"";"Via del Faro Massolivieri";"Siracusa";"SR";"SIC"
6799;15,30;37,04;"Plemmyrion necrop Eta' del Bronzo";"preromani";"";"Siracusa ";"sepolture";"necropoli";"";"Traversa Sant'Agostino";"Siracusa";"SR";"SIC"
6800;15,29;37,07;"Latomia dei Cappuccini - V.Delfica";"preromani";"";"Siracusa ";"";"";"";"Via Delfica";"Siracusa";"SR";"SIC"
6801;15,28;37,10;"Villaggio neolitico";"preromani";"";"Siracusa ";"";"villaggio";"";"Viale Santa Panagia";"Siracusa";"SR";"SIC"
6802;15,26;37,10;"Porta Hexapylon";"preromani";"";"Siracusa ";"architettonico";"porta";"";"Via Franca Maria Gianni";"Siracusa";"SR";"SIC"
6803;15,25;37,05;"Tempio di Zeus (ruderi)";"preromani";"";"Siracusa ";"abitato";"ruderi";"";"Via Tempio di Giove";"Siracusa";"SR";"SIC"
6804;15,22;37,03;"necropoli Eta' del Bronzo";"preromani";"";"Siracusa ";"sepolture";"necropoli";"";"Traversa Torre Landolina";"Siracusa";"SR";"SIC"
6805;11,93;36,80;"necropoli dei Sesi (II mill aC)";"preromani";"";"Pantelleria ";"sepolture";"necropoli";"";"Strada Provinciale 54 Perimetrale dell'isola di Pantelleria";"Pantelleria";"TP";"SIC"
6806;11,93;36,80;"abitato di Mursia (II mill aC)";"preromani";"";"Pantelleria ";"abitato";"abitato";"";"Strada Provinciale 54 Perimetrale dell'isola di Pantelleria";"Pantelleria";"TP";"SIC"
6816;14,83;36,85;"Chiesetta di San Pancrati (V sec)";"protostoria";"V d.c.";"Cava Ispica ";"religione";"chiesa";"";"Pozzo Cassero-Cava Ispica";"Modica";"RG";"SIC"
6817;14,83;36,85;"Grotta Santa Maria (chiesa rupestre)";"protostoria";"";"Cava Ispica ";"religione";"chiesa";"";"Rocciola-Scrofani";"Modica";"RG";"SIC"
6818;14,84;36,85;"Ipogei del Camposanto";"protostoria";"";"Cava Ispica ";"ipogei";"ipogeo";"";"Rocciola-Scrofani";"Modica";"RG";"SIC"
6819;14,84;36,85;"Grotte Cadute (complesso abitativo)";"protostoria";"";"Cava Ispica ";"ipogei";"grotte";"";"Rocciola-Scrofani";"Modica";"RG";"SIC"
6822;14,83;36,85;"Ingres.Zona archeol.preistorica";"protostoria";"";"Cava Ispica ";"musei e parchi";"zona archeologica";"";"Rocciola-Scrofani";"Modica";"RG";"SIC"
6824;14,83;36,85;"Grotta della Signora (fonte sacra)";"protostoria";"";"Cava Ispica ";"ipogei";"grotte";"";"Cava d'Ispica";"Modica";"RG";"SIC"
6825;14,83;36,85;"Grotta dei Santi ch.rupestre (V sec)";"protostoria";"V d.c.";"Cava Ispica ";"ipogei";"grotte";"";"serra di pero";"Modica";"RG";"SIC"
6828;14,12;37,50;"Sabucina (XIII sec.aC)";"protostoria";"XIII a.c.";"Caltanissetta ";"";"";"";"Strada Statale 122 Agrigentina";"Caltanissetta";"CL";"SIC"
6829;13,25;37,46;"necropoli contrada Anguilla (XIII sec.a.C.)";"protostoria";"XIII a.c.";"Ribera ";"sepolture";"necropoli";"";"SPC 20";"Ribera";"AG";"SIC"
6832;14,58;38,55;"Capo Graziano: zona archeologica";"protostoria";"";"Filicudi ";"musei e parchi";"zona archeologica";"";"";"Lipari";"ME";"SIC"
6833;15,28;37,85;"necrop sicula tombe grotticella (X sec.aC)";"protostoria";"X a.c.";"Castelmola ";"sepolture";"tomba";"";"Via Dietro Cappuccini";"Taormina";"ME";"SIC"
6836;17,30;40,37;"Insediamento epoca micenea (XV sec.aC)";"protostoria";"XV a.c.";"Saturo ";"";"insediamento";"";"SP122";"Leporano";"TA";"PUG"
6844;11,24;46,07;"zona archeol A retica (2000 aC)";"protostoria";"";"Serso ";"musei e parchi";"zona archeologica";"";"Salita ai Montesei";"Pergine Valsugana";"TN";"TAA"
6846;11,24;46,07;"ingres z.archeol Montesei AB";"protostoria";"";"Serso ";"";"ingresso";"";"Via dei Caldonazzi";"Pergine Valsugana";"TN";"TAA"
6847;11,32;46,13;"forni fusione eta del rame (XIII sec.aC)";"protostoria";"XIII a.c.";"Redebus ";"";"";"";"SP224";"Bedollo";"TN";"TAA"
6848;10,58;46,66;"Insed.fortif.retico Ganglegg (II mill aC)";"protostoria";"";"Sluderno ";"difesa";"fortificazione";"";"";"Schluderns - Sluderno";"BZ";"TAA"
6852;9,06;45,80;"Parco Archeologico Spina Verde";"protostoria";"IX a.c.";"Comum Oppidum ";"";"parco";"";"Via Giovanni da Caversaccio";"Como";"CO";"LOM"
6853;9,06;45,80;"Camera in roccia (eta ferro)";"protostoria";"";"Comum Oppidum ";"";"camera";"";"Via Isonzo";"Como";"CO";"LOM"
6855;9,05;45,80;"Camera in roccia (eta ferro)";"protostoria";"";"Comum Oppidum ";"";"camera";"";"Via Isonzo";"Como";"CO";"LOM"
6860;8,39;40,63;"Villaggio preistorico di Padru Salari";"protostoria";"";"Olmedo ";"";"villaggio";"";"Via Umberto Saba";"Olmedo";"SS";"SAR"
6861;8,39;40,63;"Muraglione Monte Baranta";"protostoria";"";"Olmedo ";"difesa";"mura";"";"SS127bis";"Alghero";"SS";"SAR"
6869;12,65;45,67;"Ponte romano (I sec)";"romani";"I d.c.";"Ceggia ";"architettonico";"ponte";"";"Via Ponte Romano";"Ceggia";"VE";"VEN"
6870;12,83;45,75;"ponte con sponda a gradinate";"romani";"";"Concordia ";"architettonico";"ponte";"";"Via Basse";"Concordia Sagittaria";"VE";"VEN"
6871;12,83;45,75;"ponte con sponda a gradinate";"romani";"";"Concordia ";"architettonico";"ponte";"";"Via Basse";"Concordia Sagittaria";"VE";"VEN"
6872;12,84;45,75;"Foro Romano";"romani";"";"Concordia ";"";"foro";"";"Via Spareda";"Concordia Sagittaria";"VE";"VEN"
6873;12,84;45,75;"Domus con mosaici";"romani";"";"Concordia ";"abitato";"domus";"";"Via dei Pozzi Romani";"Concordia Sagittaria";"VE";"VEN"
6874;12,84;45,75;"zona del teatro romano";"romani";"";"Concordia ";"musei e parchi";"zona archeologica";"";"Via dei Pozzi Romani";"Concordia Sagittaria";"VE";"VEN"
6875;12,84;45,76;"Domus con mosaici";"romani";"";"Concordia ";"abitato";"domus";"";"Viale 8 Marzo";"Concordia Sagittaria";"VE";"VEN"
6876;12,84;45,75;"sito della fabbrica d'armi";"romani";"";"Concordia ";"";"";"";"Via Giordano Bruno";"Concordia Sagittaria";"VE";"VEN"
6877;12,84;45,75;"Complesso Basilicale";"romani";"";"Concordia ";"religione";"basilica";"";"";"Concordia Sagittaria";"VE";"VEN"
6878;12,85;45,75;"Sepolcreto tardo antico";"romani";"";"Concordia ";"sepolture";"sepolcreto";"";"Via Aquileia";"Concordia Sagittaria";"VE";"VEN"
6879;12,83;45,75;"ponte Manio Acilio Eudamo";"romani";"";"Concordia ";"architettonico";"ponte";"";"Via San Pietro";"Concordia Sagittaria";"VE";"VEN"
6886;13,02;46,46;"(Iulium Carnicum) Foro romano";"romani";"";"Zuglio ";"";"foro";"";"";"Zuglio";"UD";"FVG"
6887;13,02;46,46;"tempio romano (ruderi)";"romani";"";"Zuglio ";"abitato";"ruderi";"";"Via del Foro";"Zuglio";"UD";"FVG"
6888;13,02;46,46;"Basilica romana a due piani";"romani";"";"Zuglio ";"religione";"basilica";"";"Via del Foro";"Zuglio";"UD";"FVG"
6889;13,02;46,46;"Terme romane";"romani";"";"Zuglio ";"abitato";"terme";"";"Via del Foro";"Zuglio";"UD";"FVG"
6890;13,43;46,09;"Domus romana sotto palazzo comunale";"romani";"";"Cividale ";"abitato";"domus";"";"";"Cividale del Friuli";"UD";"FVG"
6891;13,36;45,78;"ruderi";"romani";"";"Aquileia ";"abitato";"ruderi";"";"Via Julia Augusta";"Aquileia";"UD";"FVG"
6892;13,36;45,78;"Porta Nord mura repubblicane";"romani";"";"Aquileia ";"architettonico";"porta";"";"Via Julia Augusta";"Aquileia";"UD";"FVG"
6893;13,36;45,77;"Mosaico con testa di Tritone";"romani";"";"Aquileia ";"";"mosaico";"";"Via Martiri della Libertà";"Aquileia";"UD";"FVG"
6894;13,36;45,77;"Porta Nord-Ovest Mura repubblicane";"romani";"";"Aquileia ";"architettonico";"porta";"";"Via Martiri della Libertà";"Aquileia";"UD";"FVG"
6895;13,36;45,77;"zona del Circo";"romani";"";"Aquileia ";"musei e parchi";"zona archeologica";"";"Via Martiri della Libertà";"Aquileia";"UD";"FVG"
6896;13,35;45,77;"tracce di mura";"romani";"";"Aquileia ";"difesa";"mura";"";"Via Martiri della Libertà";"Aquileia";"UD";"FVG"
6897;13,35;45,77;"ruderi (Via Annia)";"romani";"";"Aquileia ";"abitato";"ruderi";"";"Via Martiri della Libertà";"Aquileia";"UD";"FVG"
6898;13,36;45,77;"Edificio Pubblico con fortificazioni";"romani";"";"Aquileia ";"difesa";"fortificazione";"";"Via Julia Augusta";"Aquileia";"UD";"FVG"
6899;13,36;45,77;"Decumano di Aratria Galla";"romani";"";"Aquileia ";"";"decumano";"";"Via Julia Augusta";"Aquileia";"UD";"FVG"
6900;13,36;45,77;"Grandi Terme";"romani";"";"Aquileia ";"abitato";"terme";"";"Via 24 Maggio";"Aquileia";"UD";"FVG"
6901;13,36;45,77;"Chiesa di S.Ilario";"romani";"";"Aquileia ";"religione";"chiesa";"";"Via Julia Augusta";"Aquileia";"UD";"FVG"
6902;13,36;45,77;"Basilica Forense";"romani";"";"Aquileia ";"religione";"basilica";"";"Via Julia Augusta";"Aquileia";"UD";"FVG"
6903;13,36;45,77;"Foro Romano";"romani";"";"Aquileia ";"";"foro";"";"Via Julia Augusta";"Aquileia";"UD";"FVG"
6904;13,36;45,77;"Decumano di Aratria Galla";"romani";"";"Aquileia ";"";"decumano";"";"";"Aquileia";"UD";"FVG"
6905;13,36;45,77;"magazzini del porto fluviale";"romani";"";"Aquileia ";"navale";"porto";"";"";"Aquileia";"UD";"FVG"
6906;13,36;45,77;"porto fluviale romano";"romani";"";"Aquileia ";"navale";"porto";"";"";"Aquileia";"UD";"FVG"
6907;13,37;45,77;"muro di controsponda del porto";"romani";"";"Aquileia ";"";"";"";"Via Gemina";"Aquileia";"UD";"FVG"
6908;13,37;45,77;"ponte romano sulla Natissa";"romani";"";"Aquileia ";"architettonico";"ponte";"";"Via Sacco e Vanzetti";"Aquileia";"UD";"FVG"
6909;13,37;45,77;"Chiesa di Monastero e M.Paleocristiano";"romani";"";"Aquileia ";"religione";"chiesa";"";"Via Sacco e Vanzetti";"Aquileia";"UD";"FVG"
6910;13,36;45,77;"ponte romano sulla Natissa";"romani";"";"Aquileia ";"architettonico";"ponte";"";"Via delle Vigne Vecchie";"Aquileia";"UD";"FVG"
6911;13,36;45,77;"Mosaico di Licurgo e Ambrosia";"romani";"";"Aquileia ";"";"mosaico";"";"Via Bolivia";"Aquileia";"UD";"FVG"
6912;13,36;45,77;"Mosaico con uccello in gabbia";"romani";"";"Aquileia ";"";"mosaico";"";"Via Ugo Pellis";"Aquileia";"UD";"FVG"
6913;13,36;45,77;"Mosaico di triclinio";"romani";"";"Aquileia ";"";"mosaico";"";"Via Ugo Pellis";"Aquileia";"UD";"FVG"
